"","za","nest","rnkIndex","len","hits","fp","fn","precision","Recall","F1"
"1",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"2",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"3",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"4",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"5",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"6",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"7",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"8",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"9",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"10",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"11",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"12",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"13",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"14",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"15",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"16",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"17",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"18",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"19",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"20",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"21",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"22",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"23",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"24",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"25",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"26",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"27",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"28",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"29",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"30",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"31",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"32",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"33",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"34",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"35",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"36",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"37",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"38",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"39",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"40",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"41",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"42",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"43",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"44",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"45",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"46",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"47",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"48",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"49",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"50",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"51",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"52",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
"53",5.89097185114332,2.06601330937285,1,10,8,2,2,0.8,0.8,0.8
"54",5.98639662982159,1.83568917088139,1,10,9,1,1,0.9,0.9,0.9
