"","za","nest","rnkIndex","len","hits","fp","fn","precision","Recall","F1"
"1",3.58726366123904,2.3664061308787,1,10,3,7,7,0.3,0.3,0.3
"2",3.81539585929785,2.30016412362325,1,10,2,8,8,0.2,0.2,0.2
"3",5.71852986457673,1.50425409099598,1,12,2,10,8,0.166666666666667,0.2,0.181818181818182
"4",5.94607898524718,1.40206393583084,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"5",5.71852986457673,1.50425409099598,1,12,2,10,8,0.166666666666667,0.2,0.181818181818182
"6",5.94607898524718,1.40206393583084,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"7",3.58726366123904,2.3664061308787,1,10,3,7,7,0.3,0.3,0.3
"8",3.81539585929785,2.30016412362325,1,10,2,8,8,0.2,0.2,0.2
"9",5.71852986457673,1.50425409099598,1,12,2,10,8,0.166666666666667,0.2,0.181818181818182
"10",3.81539585929785,2.30016412362325,1,10,2,8,8,0.2,0.2,0.2
"11",1.0039321015144,2.70271030383995,1,10,3,7,7,0.3,0.3,0.3
"12",5.94607898524718,1.40206393583084,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"13",5.78144851231898,1.40761462330395,1,10,4,6,6,0.4,0.4,0.4
"14",5.71852986457673,1.50425409099598,1,12,2,10,8,0.166666666666667,0.2,0.181818181818182
"15",5.78144851231898,1.40761462330395,1,10,4,6,6,0.4,0.4,0.4
"16",5.71852986457673,1.50425409099598,1,12,2,10,8,0.166666666666667,0.2,0.181818181818182
"17",5.94607898524718,1.40206393583084,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"18",5.78144851231898,1.40761462330395,1,10,4,6,6,0.4,0.4,0.4
"19",5.71852986457673,1.50425409099598,1,12,2,10,8,0.166666666666667,0.2,0.181818181818182
"20",1.90500688955764,2.44577594398987,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"21",1.51753827568285,2.67302904704809,1,10,2,8,8,0.2,0.2,0.2
"22",1.90500688955764,2.44577594398987,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"23",5.94607898524718,1.40206393583084,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"24",5.94607898524718,1.40206393583084,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"25",1.0039321015144,2.70271030383995,1,10,3,7,7,0.3,0.3,0.3
"26",5.94607898524718,1.40206393583084,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"27",5.94607898524718,1.40206393583084,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"28",3.58726366123904,2.3664061308787,1,10,3,7,7,0.3,0.3,0.3
"29",5.71852986457673,1.50425409099598,1,12,2,10,8,0.166666666666667,0.2,0.181818181818182
"30",5.71852986457673,1.50425409099598,1,12,2,10,8,0.166666666666667,0.2,0.181818181818182
"31",5.94607898524718,1.40206393583084,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"32",1.90500688955764,2.44577594398987,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"33",5.94607898524718,1.40206393583084,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"34",5.94607898524718,1.40206393583084,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"35",3.58726366123904,2.3664061308787,1,10,3,7,7,0.3,0.3,0.3
"36",3.58726366123904,2.3664061308787,1,10,3,7,7,0.3,0.3,0.3
"37",3.58726366123904,2.3664061308787,1,10,3,7,7,0.3,0.3,0.3
"38",3.58726366123904,2.3664061308787,1,10,3,7,7,0.3,0.3,0.3
"39",3.58726366123904,2.3664061308787,1,10,3,7,7,0.3,0.3,0.3
"40",5.94607898524718,1.40206393583084,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"41",5.94607898524718,1.40206393583084,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"42",3.81539585929785,2.30016412362325,1,10,2,8,8,0.2,0.2,0.2
"43",5.66119378000865,2.29720326022344,1,10,6,4,4,0.6,0.6,0.6
"44",3.58726366123904,2.3664061308787,1,10,3,7,7,0.3,0.3,0.3
"45",5.71852986457673,1.50425409099598,1,12,2,10,8,0.166666666666667,0.2,0.181818181818182
"46",3.58726366123904,2.3664061308787,1,10,3,7,7,0.3,0.3,0.3
"47",5.94607898524718,1.40206393583084,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"48",3.58726366123904,2.3664061308787,1,10,3,7,7,0.3,0.3,0.3
"49",5.94607898524718,1.40206393583084,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"50",5.71852986457673,1.50425409099598,1,12,2,10,8,0.166666666666667,0.2,0.181818181818182
"51",5.94607898524718,1.40206393583084,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"52",5.71852986457673,1.50425409099598,1,12,2,10,8,0.166666666666667,0.2,0.181818181818182
"53",5.71852986457673,1.50425409099598,1,12,2,10,8,0.166666666666667,0.2,0.181818181818182
"54",5.71852986457673,1.50425409099598,1,12,2,10,8,0.166666666666667,0.2,0.181818181818182
"55",5.71852986457673,1.50425409099598,1,12,2,10,8,0.166666666666667,0.2,0.181818181818182
"56",5.78144851231898,1.40761462330395,1,10,4,6,6,0.4,0.4,0.4
"57",1.51753827568285,2.67302904704809,1,10,2,8,8,0.2,0.2,0.2
"58",1.51753827568285,2.67302904704809,1,10,2,8,8,0.2,0.2,0.2
"59",5.78144851231898,1.40761462330395,1,10,4,6,6,0.4,0.4,0.4
"60",3.58726366123904,2.3664061308787,1,10,3,7,7,0.3,0.3,0.3
"61",5.71852986457673,1.50425409099598,1,12,2,10,8,0.166666666666667,0.2,0.181818181818182
"62",3.58726366123904,2.3664061308787,1,10,3,7,7,0.3,0.3,0.3
"63",3.58726366123904,2.3664061308787,1,10,3,7,7,0.3,0.3,0.3
"64",3.58726366123904,2.3664061308787,1,10,3,7,7,0.3,0.3,0.3
"65",5.71852986457673,1.50425409099598,1,12,2,10,8,0.166666666666667,0.2,0.181818181818182
"66",1.51753827568285,2.67302904704809,1,10,2,8,8,0.2,0.2,0.2
"67",3.58726366123904,2.3664061308787,1,10,3,7,7,0.3,0.3,0.3
"68",5.71852986457673,1.50425409099598,1,12,2,10,8,0.166666666666667,0.2,0.181818181818182
"69",5.78144851231898,1.40761462330395,1,10,4,6,6,0.4,0.4,0.4
"70",5.78144851231898,1.40761462330395,1,10,4,6,6,0.4,0.4,0.4
"71",5.78144851231898,1.40761462330395,1,10,4,6,6,0.4,0.4,0.4
"72",5.94607898524718,1.40206393583084,1,11,3,8,7,0.272727272727273,0.3,0.285714285714286
"73",3.81539585929785,2.30016412362325,1,10,2,8,8,0.2,0.2,0.2
"74",3.81539585929785,2.30016412362325,1,10,2,8,8,0.2,0.2,0.2
"75",3.58726366123904,2.3664061308787,1,10,3,7,7,0.3,0.3,0.3
"76",5.71852986457673,1.50425409099598,1,12,2,10,8,0.166666666666667,0.2,0.181818181818182
"77",5.66119378000865,2.29720326022344,1,10,6,4,4,0.6,0.6,0.6
"78",3.81539585929785,2.30016412362325,1,10,2,8,8,0.2,0.2,0.2
