"","za","nest","rnkIndex","len","hits","fp","fn","precision","Recall","F1"
"1",5.64448852788778,1.45797576456365,1,10,9,1,1,0.9,0.9,0.9
"2",5.64448852788778,1.45797576456365,1,10,9,1,1,0.9,0.9,0.9
"3",3.9385176929956,1.7140424074611,1,10,7,3,3,0.7,0.7,0.7
"4",5.20760411208291,1.70853358005595,1,10,8,2,2,0.8,0.8,0.8
"5",5.20760411208291,1.70853358005595,1,10,8,2,2,0.8,0.8,0.8
"6",3.9385176929956,1.7140424074611,1,10,7,3,3,0.7,0.7,0.7
"7",5.64448852788778,1.45797576456365,1,10,9,1,1,0.9,0.9,0.9
"8",5.64448852788778,1.45797576456365,1,10,9,1,1,0.9,0.9,0.9
"9",5.62372179348345,1.47130364404751,1,11,9,2,1,0.818181818181818,0.9,0.857142857142857
"10",5.62372179348345,1.47130364404751,1,11,9,2,1,0.818181818181818,0.9,0.857142857142857
"11",5.20760411208291,1.70853358005595,1,10,8,2,2,0.8,0.8,0.8
"12",5.20760411208291,1.70853358005595,1,10,8,2,2,0.8,0.8,0.8
"13",5.62372179348345,1.47130364404751,1,11,9,2,1,0.818181818181818,0.9,0.857142857142857
"14",3.9385176929956,1.7140424074611,1,10,7,3,3,0.7,0.7,0.7
"15",5.20760411208291,1.70853358005595,1,10,8,2,2,0.8,0.8,0.8
"16",3.9385176929956,1.7140424074611,1,10,7,3,3,0.7,0.7,0.7
"17",5.20760411208291,1.70853358005595,1,10,8,2,2,0.8,0.8,0.8
"18",3.9385176929956,1.7140424074611,1,10,7,3,3,0.7,0.7,0.7
"19",5.64448852788778,1.45797576456365,1,10,9,1,1,0.9,0.9,0.9
"20",3.9385176929956,1.7140424074611,1,10,7,3,3,0.7,0.7,0.7
"21",3.9385176929956,1.7140424074611,1,10,7,3,3,0.7,0.7,0.7
"22",3.9385176929956,1.7140424074611,1,10,7,3,3,0.7,0.7,0.7
"23",5.64448852788778,1.45797576456365,1,10,9,1,1,0.9,0.9,0.9
"24",3.9385176929956,1.7140424074611,1,10,7,3,3,0.7,0.7,0.7
"25",3.9385176929956,1.7140424074611,1,10,7,3,3,0.7,0.7,0.7
"26",5.64448852788778,1.45797576456365,1,10,9,1,1,0.9,0.9,0.9
"27",5.30671730156644,1.69579932004373,1,10,8,2,2,0.8,0.8,0.8
"28",5.64448852788778,1.45797576456365,1,10,9,1,1,0.9,0.9,0.9
"29",5.20760411208291,1.70853358005595,1,10,8,2,2,0.8,0.8,0.8
"30",5.62372179348345,1.47130364404751,1,11,9,2,1,0.818181818181818,0.9,0.857142857142857
"31",3.9385176929956,1.7140424074611,1,10,7,3,3,0.7,0.7,0.7
"32",5.20760411208291,1.70853358005595,1,10,8,2,2,0.8,0.8,0.8
"33",5.20760411208291,1.70853358005595,1,10,8,2,2,0.8,0.8,0.8
"34",3.9385176929956,1.7140424074611,1,10,7,3,3,0.7,0.7,0.7
"35",5.20760411208291,1.70853358005595,1,10,8,2,2,0.8,0.8,0.8
"36",5.20760411208291,1.70853358005595,1,10,8,2,2,0.8,0.8,0.8
