"","za","nest","rnkIndex","len","hits","fp","fn","precision","Recall","F1"
"1",4.12914116984005,1.7350582653973,1,10,6,4,4,0.6,0.6,0.6
"2",5.52355704716644,1.41321067952324,1,11,6,5,4,0.545454545454545,0.6,0.571428571428571
"3",5.46446227663387,1.41674115547491,1,11,7,4,3,0.636363636363636,0.7,0.666666666666667
"4",5.74349798797089,1.29801302739921,1,11,7,4,3,0.636363636363636,0.7,0.666666666666667
"5",5.74349798797089,1.29801302739921,1,11,7,4,3,0.636363636363636,0.7,0.666666666666667
"6",5.82335762039488,1.29738615217482,1,11,7,4,3,0.636363636363636,0.7,0.666666666666667
"7",5.40619174603424,1.54848671808327,1,10,7,3,3,0.7,0.7,0.7
"8",5.45178864654542,1.51384822715128,1,10,9,1,1,0.9,0.9,0.9
"9",4.66323156028736,1.66204855828269,1,10,7,3,3,0.7,0.7,0.7
"10",5.74349798797089,1.29801302739921,1,11,7,4,3,0.636363636363636,0.7,0.666666666666667
"11",5.52355704716644,1.41321067952324,1,11,6,5,4,0.545454545454545,0.6,0.571428571428571
"12",5.45178864654542,1.51384822715128,1,10,9,1,1,0.9,0.9,0.9
"13",5.45178864654542,1.51384822715128,1,10,9,1,1,0.9,0.9,0.9
"14",5.52355704716644,1.41321067952324,1,11,6,5,4,0.545454545454545,0.6,0.571428571428571
"15",5.71556306276701,1.37977609796163,1,10,6,4,4,0.6,0.6,0.6
"16",5.40619174603424,1.54848671808327,1,10,7,3,3,0.7,0.7,0.7
"17",5.36524636746857,1.61555659172816,1,10,7,3,3,0.7,0.7,0.7
"18",5.74349798797089,1.29801302739921,1,11,7,4,3,0.636363636363636,0.7,0.666666666666667
"19",5.40619174603424,1.54848671808327,1,10,7,3,3,0.7,0.7,0.7
"20",5.74349798797089,1.29801302739921,1,11,7,4,3,0.636363636363636,0.7,0.666666666666667
"21",5.74349798797089,1.29801302739921,1,11,7,4,3,0.636363636363636,0.7,0.666666666666667
"22",5.45178864654542,1.51384822715128,1,10,9,1,1,0.9,0.9,0.9
"23",5.40619174603424,1.54848671808327,1,10,7,3,3,0.7,0.7,0.7
"24",4.66323156028736,1.66204855828269,1,10,7,3,3,0.7,0.7,0.7
"25",5.40619174603424,1.54848671808327,1,10,7,3,3,0.7,0.7,0.7
"26",5.45178864654542,1.51384822715128,1,10,9,1,1,0.9,0.9,0.9
"27",5.52355704716644,1.41321067952324,1,11,6,5,4,0.545454545454545,0.6,0.571428571428571
"28",5.74349798797089,1.29801302739921,1,11,7,4,3,0.636363636363636,0.7,0.666666666666667
"29",5.74349798797089,1.29801302739921,1,11,7,4,3,0.636363636363636,0.7,0.666666666666667
"30",5.40619174603424,1.54848671808327,1,10,7,3,3,0.7,0.7,0.7
"31",5.52355704716644,1.41321067952324,1,11,6,5,4,0.545454545454545,0.6,0.571428571428571
"32",5.40619174603424,1.54848671808327,1,10,7,3,3,0.7,0.7,0.7
"33",5.40619174603424,1.54848671808327,1,10,7,3,3,0.7,0.7,0.7
"34",4.12914116984005,1.7350582653973,1,10,6,4,4,0.6,0.6,0.6
"35",4.12914116984005,1.7350582653973,1,10,6,4,4,0.6,0.6,0.6
"36",4.12914116984005,1.7350582653973,1,10,6,4,4,0.6,0.6,0.6
"37",5.52355704716644,1.41321067952324,1,11,6,5,4,0.545454545454545,0.6,0.571428571428571
